timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-11T21:32:43,codecarbon,8f894ad5-0bc4-4b5d-9620-ec0fc301509d,341.5092670917511,0.0009443923384135587,2.7653490824886897e-06,42.5,0.0,6.0,0.004031617873410384,0,0.0005691336898008982,0.004600751563211281,United States,USA,california,,,macOS-10.16-x86_64-i386-64bit,3.11.4,2.2.3,8,Intel(R) Core(TM) i5-1038NG7 CPU @ 2.00GHz,,,-121.9754,37.3419,16.0,machine,N,1.0
